x	y	z
38	68	0.9610731721748578
38	70	0.9605514462020196
38	72	0.9364793041911988
38	74	0.8584062892904497
38	76	0.7065703707990668
38	78	0.5778073056424446
38	80	0.5634454999528451
38	82	0.6336165520825648
38	84	0.7237807144884686
38	86	0.7923464598245915
38	88	0.8333838585335908
38	90	0.8556522803297166
38	92	0.8668209956845342
38	94	0.8713167221796689
38	96	0.8715109684320086
38	98	0.8689760690420877
38	100	0.8650042891420879
40	0	2.2803453127236245e-6
40	2	7.0485662562970885e-6
40	4	2.1786959479258426e-5
40	6	6.734092553118369e-5
40	8	2.0813492960220965e-4
40	10	6.69620205887137e-4
40	12	0.0025419360576199065
40	14	0.008165594985932766
40	16	0.020667614471026222
40	18	0.049755289485280706
40	20	0.1005801223354449
40	22	0.20141707435466982
40	24	0.414806191966933
40	26	0.7185550115361187
40	28	0.889275176223195
40	30	0.9391651495930541
40	32	0.9515993491757576
40	34	0.9503619138081378
40	36	0.9387844165803295
40	38	0.9329018839428255
40	40	0.9550564372862653
40	42	0.9804024184729703
40	44	0.9905152463433486
40	46	0.9921187930569721
40	48	0.9900164628048438
40	50	0.9859510241174247
40	52	0.9815568558528183
40	54	0.9794201202068242
40	56	0.9803967062090044
40	58	0.9812177273596976
40	60	0.9765001990247731
40	62	0.9602214186461409
40	64	0.9339521118373026
40	66	0.923996112975677
40	68	0.9308074100905211
40	70	0.9267904862775804
40	72	0.8894445651911139
40	74	0.793311652857832
40	76	0.6418467390109652
40	78	0.5134240146593892
40	80	0.4656018844729262
40	82	0.489955995074692
40	84	0.5617498866491263
40	86	0.6477468367606716
40	88	0.7178221410986642
40	90	0.7608403215347247
40	92	0.7809837052381574
40	94	0.7889538322388878
40	96	0.7942288641598977
40	98	0.8012515240397915
40	100	0.809318431561405
